rep,host,t,delay_sec
0,22,28000.0,
0,22,29000.0,
0,22,30000.0,
0,22,31000.0,
0,22,32000.0,0.009525760305
0,22,33000.0,0.009525760305
0,22,34000.0,0.009525760305
0,22,35000.0,
0,22,36000.0,0.004370534872
0,22,37000.0,0.004370534872
0,22,38000.0,0.004370534872
0,22,39000.0,
0,22,40000.0,0.007744669999
0,22,41000.0,0.007744669999
0,22,42000.0,0.007744669999
0,22,43000.0,0.004651029173
0,22,44000.0,0.004651029173
0,22,45000.0,0.004651029173
0,22,46000.0,0.009192948152
0,22,47000.0,0.009192948152
0,22,48000.0,0.009192948152
0,22,49000.0,
0,22,50000.0,
0,23,5000.0,
0,23,6000.0,0.004036737893
0,23,7000.0,0.004036737893
0,23,8000.0,0.004036737893
0,23,9000.0,
0,23,10000.0,0.002377441365
0,23,11000.0,0.002377441365
0,23,12000.0,0.002377441365
0,23,13000.0,0.003017470707
0,23,14000.0,0.003017470707
0,23,15000.0,0.003017470707
0,23,16000.0,
0,23,17000.0,0.002637512208
0,23,18000.0,0.002637512208
0,23,19000.0,0.002637512208
0,23,20000.0,
0,23,21000.0,0.002257556671
0,23,22000.0,0.002257556671
0,23,23000.0,0.002257556671
0,23,24000.0,
0,23,25000.0,
0,23,26000.0,0.002597599441
0,23,27000.0,0.002597599441
0,23,28000.0,0.002597599441
0,23,29000.0,0.00259763807
0,23,30000.0,0.00259763807
0,23,31000.0,0.00259763807
0,23,32000.0,
0,23,33000.0,0.002337674371
0,23,34000.0,0.002337674371
0,23,35000.0,0.002337674371
0,23,36000.0,
0,23,37000.0,0.002917719725
0,23,38000.0,0.002917719725
0,23,39000.0,0.002917719725
0,23,40000.0,0.002097755193
0,23,41000.0,0.002097755193
0,23,42000.0,0.002097755193
0,23,43000.0,
0,23,44000.0,
0,23,45000.0,0.002777806533
0,23,46000.0,0.002777806533
0,23,47000.0,0.002777806533
0,23,48000.0,
0,23,49000.0,0.002857852054
0,23,50000.0,0.002857852054
0,24,5000.0,0.006756287333
0,24,6000.0,0.006756287333
0,24,7000.0,0.006756287333
0,24,8000.0,
0,24,9000.0,0.002765898077
0,24,10000.0,0.002765898077
0,24,11000.0,0.002765898077
0,24,12000.0,
0,24,13000.0,0.002464761564
0,24,14000.0,0.002464761564
0,24,15000.0,0.002464761564
0,24,16000.0,
0,24,17000.0,0.002703599498
0,24,18000.0,0.002703599498
0,24,19000.0,0.002703599498
0,24,20000.0,
0,24,21000.0,0.003322512084
0,24,22000.0,0.003322512084
0,24,23000.0,0.003322512084
0,24,24000.0,
0,24,25000.0,0.00268133439
0,24,26000.0,0.00268133439
0,24,27000.0,0.00268133439
0,24,28000.0,
0,24,29000.0,0.003020526204
0,24,30000.0,0.003020526204
0,24,31000.0,0.003020526204
0,24,32000.0,
0,24,33000.0,
0,24,34000.0,0.002900974802
0,24,35000.0,0.002900974802
0,24,36000.0,0.002900974802
0,24,37000.0,0.001981310593
0,24,38000.0,0.001981310593
0,24,39000.0,0.001981310593
0,24,40000.0,0.004176136275
0,24,41000.0,0.004176136275
0,24,42000.0,0.004176136275
0,24,43000.0,
0,24,44000.0,0.003431999184
0,24,45000.0,0.003431999184
0,24,46000.0,0.003431999184
0,24,47000.0,
0,24,48000.0,0.002622647957
0,24,49000.0,0.002622647957
0,24,50000.0,0.002622647957
1,0,5000.0,0.008348111728
1,0,6000.0,0.008348111728
1,0,7000.0,0.008348111728
1,0,8000.0,0.009124961189
1,0,9000.0,0.009124961189
1,0,10000.0,0.009124961189
1,0,11000.0,
1,0,12000.0,
1,0,13000.0,
1,0,14000.0,
1,0,15000.0,0.004347616898
1,0,16000.0,0.004347616898
1,0,17000.0,0.004347616898
1,0,18000.0,0.004108406917
1,0,19000.0,0.004108406917
1,0,20000.0,0.004108406917
1,0,21000.0,
1,0,22000.0,0.00508906369
1,0,23000.0,0.00508906369
1,0,24000.0,0.00508906369
1,0,25000.0,0.005849830346
1,0,26000.0,0.005849830346
1,0,27000.0,0.005849830346
1,0,28000.0,
1,0,29000.0,0.005351721538
1,0,30000.0,0.005351721538
1,0,31000.0,0.005351721538
1,0,32000.0,
1,0,33000.0,
1,0,34000.0,
1,0,35000.0,
1,0,36000.0,0.00564918767
1,0,37000.0,0.00564918767
1,0,38000.0,0.00564918767
1,0,39000.0,
1,0,40000.0,0.005435442837
1,0,41000.0,0.005435442837
1,0,42000.0,0.005435442837
1,0,43000.0,
1,0,44000.0,
1,0,45000.0,0.005411476958
1,0,46000.0,0.005411476958
1,0,47000.0,0.005411476958
1,0,48000.0,0.004551150152
1,0,49000.0,0.004551150152
1,0,50000.0,0.004551150152
1,1,5000.0,
1,1,6000.0,0.003866644155
1,1,7000.0,0.003866644155
1,1,8000.0,0.003866644155
1,1,9000.0,
1,1,10000.0,
1,1,11000.0,0.002836701083
1,1,12000.0,0.002836701083
1,1,13000.0,0.002836701083
1,1,14000.0,
1,1,15000.0,0.003317664667
1,1,16000.0,0.003317664667
1,1,17000.0,0.003317664667
1,1,18000.0,
1,1,19000.0,
1,1,20000.0,0.004772467286
1,1,21000.0,0.004772467286
1,1,22000.0,0.004772467286
1,1,23000.0,
1,1,24000.0,
1,1,25000.0,0.002980575724
1,1,26000.0,0.002980575724
1,1,27000.0,0.002980575724
1,1,28000.0,
1,1,29000.0,0.002062072879
1,1,30000.0,0.002062072879
1,1,31000.0,0.002062072879
1,1,32000.0,
1,1,33000.0,
1,1,34000.0,0.00242354047
1,1,35000.0,0.00242354047
1,1,36000.0,0.00242354047
1,1,37000.0,
1,1,38000.0,0.004078766757
1,1,39000.0,0.004078766757
1,1,40000.0,0.004078766757
1,1,41000.0,
1,1,42000.0,
1,1,43000.0,0.002026203544
1,1,44000.0,0.002026203544
1,1,45000.0,0.002026203544
1,1,46000.0,
1,1,47000.0,
1,1,48000.0,
1,1,49000.0,
1,1,50000.0,
1,2,5000.0,0.003575782637
1,2,6000.0,0.003575782637
1,2,7000.0,0.003575782637
1,2,8000.0,
1,2,9000.0,
1,2,10000.0,0.002944591718
1,2,11000.0,0.002944591718
1,2,12000.0,0.002944591718
1,2,13000.0,0.005718140675
1,2,14000.0,0.005718140675
1,2,15000.0,0.005718140675
1,2,16000.0,
1,2,17000.0,0.003911587015
1,2,18000.0,0.003911587015
1,2,19000.0,0.003911587015
1,2,20000.0,
1,2,21000.0,
1,2,22000.0,0.002302714712
1,2,23000.0,0.002302714712
1,2,24000.0,0.002302714712
1,2,25000.0,0.001962296649
1,2,26000.0,0.001962296649
1,2,27000.0,0.001962296649
1,2,28000.0,
1,2,29000.0,0.009008921473
1,2,30000.0,0.009008921473
1,2,31000.0,0.009008921473
1,2,32000.0,
1,2,33000.0,0.004662408815
1,2,34000.0,0.004662408815
1,2,35000.0,0.004662408815
1,2,36000.0,
1,2,37000.0,0.002061264943
1,2,38000.0,0.002061264943
1,2,39000.0,0.002061264943
1,2,40000.0,0.003041158196
1,2,41000.0,0.003041158196
1,2,42000.0,0.003041158196
1,2,43000.0,
1,2,44000.0,0.00246115289
1,2,45000.0,0.00246115289
1,2,46000.0,0.00246115289
1,2,47000.0,0.002901245321
1,2,48000.0,0.002901245321
1,2,49000.0,0.002901245321
1,2,50000.0,
1,4,5000.0,
1,4,6000.0,
1,4,7000.0,
1,4,8000.0,0.005449546373
1,4,9000.0,0.005449546373
1,4,10000.0,0.005449546373
1,4,11000.0,
1,4,12000.0,0.005549231886
1,4,13000.0,0.005549231886
1,4,14000.0,0.005549231886
1,4,15000.0,
1,4,16000.0,
1,4,17000.0,0.005401634912
1,4,18000.0,0.005401634912
1,4,19000.0,0.005401634912
1,4,20000.0,
1,4,21000.0,0.043524569045
1,4,22000.0,0.043524569045
1,4,23000.0,0.043524569045
1,4,24000.0,0.004189477536
1,4,25000.0,0.004189477536
1,4,26000.0,0.004189477536
1,4,27000.0,
1,4,28000.0,0.010539251318
1,4,29000.0,0.010539251318
1,4,30000.0,0.010539251318
1,4,31000.0,
1,4,32000.0,
1,4,33000.0,0.004970918901
1,4,34000.0,0.004970918901
1,4,35000.0,0.004970918901
1,4,36000.0,
1,4,37000.0,
1,4,38000.0,0.005273244712
1,4,39000.0,0.005273244712
1,4,40000.0,0.005273244712
1,4,41000.0,
1,4,42000.0,0.00554853521
1,4,43000.0,0.00554853521
1,4,44000.0,0.00554853521
1,4,45000.0,
1,4,46000.0,0.008124350891
1,4,47000.0,0.008124350891
1,4,48000.0,0.008124350891
1,4,49000.0,
1,4,50000.0,0.004689571083
1,5,5000.0,
1,5,6000.0,0.005173368235
1,5,7000.0,0.005173368235
1,5,8000.0,0.005173368235
1,5,9000.0,0.011746844523
1,5,10000.0,0.011746844523
1,5,11000.0,0.011746844523
1,5,12000.0,
1,5,13000.0,0.005687889599
1,5,14000.0,0.005687889599
1,5,15000.0,0.005687889599
1,5,16000.0,
1,5,17000.0,0.005984726759
1,5,18000.0,0.005984726759
1,5,19000.0,0.005984726759
1,5,20000.0,0.006069368348
1,5,21000.0,0.006069368348
1,5,22000.0,0.006069368348
1,5,23000.0,
1,5,24000.0,
1,5,25000.0,0.004848488832
1,5,26000.0,0.004848488832
1,5,27000.0,0.004848488832
1,5,28000.0,0.006359512176
1,5,29000.0,0.006359512176
1,5,30000.0,0.006359512176
1,5,31000.0,
1,5,32000.0,0.004704431468
1,5,33000.0,0.004704431468
1,5,34000.0,0.004704431468
1,5,35000.0,
1,5,36000.0,
1,5,37000.0,0.004223970198
1,5,38000.0,0.004223970198
1,5,39000.0,0.004223970198
1,5,40000.0,
1,5,41000.0,
1,5,42000.0,0.004809838715
1,5,43000.0,0.004809838715
1,5,44000.0,0.004809838715
1,5,45000.0,
1,5,46000.0,0.004652594225
1,5,47000.0,0.004652594225
1,5,48000.0,0.004652594225
1,5,49000.0,
1,5,50000.0,
1,6,5000.0,0.002857578259
1,6,6000.0,0.002857578259
1,6,7000.0,0.002857578259
1,6,8000.0,
1,6,9000.0,0.003352370906
1,6,10000.0,0.003352370906
1,6,11000.0,0.003352370906
1,6,12000.0,
1,6,13000.0,0.002777150308
1,6,14000.0,0.002777150308
1,6,15000.0,0.002777150308
1,6,16000.0,
1,6,17000.0,0.003057035839
1,6,18000.0,0.003057035839
1,6,19000.0,0.003057035839
1,6,20000.0,
1,6,21000.0,
1,6,22000.0,0.002857024112
1,6,23000.0,0.002857024112
1,6,24000.0,0.002857024112
1,6,25000.0,
1,6,26000.0,
1,6,27000.0,0.002617132769
1,6,28000.0,0.002617132769
1,6,29000.0,0.002617132769
1,6,30000.0,
1,6,31000.0,0.003077333915
1,6,32000.0,0.003077333915
1,6,33000.0,0.003077333915
1,6,34000.0,
1,6,35000.0,
1,6,36000.0,0.002897613584
1,6,37000.0,0.002897613584
1,6,38000.0,0.002897613584
1,6,39000.0,
1,6,40000.0,
1,6,41000.0,0.003097915374
1,6,42000.0,0.003097915374
1,6,43000.0,0.003097915374
1,6,44000.0,0.002618174289
1,6,45000.0,0.002618174289
1,6,46000.0,0.002618174289
1,6,47000.0,
1,6,48000.0,0.003078461283
1,6,49000.0,0.003078461283
1,6,50000.0,0.003078461283
1,7,5000.0,
1,7,6000.0,0.006977090575
1,7,7000.0,0.006977090575
1,7,8000.0,0.006977090575
1,7,9000.0,
1,7,10000.0,0.004866671048
1,7,11000.0,0.004866671048
1,7,12000.0,0.004866671048
1,7,13000.0,
1,7,14000.0,0.005049248801
1,7,15000.0,0.005049248801
1,7,16000.0,0.005049248801
1,7,17000.0,0.004568867668
1,7,18000.0,0.004568867668
1,7,19000.0,0.004568867668
1,7,20000.0,
1,7,21000.0,0.006716758993
1,7,22000.0,0.006716758993
1,7,23000.0,0.006716758993
1,7,24000.0,
1,7,25000.0,0.005780932177
1,7,26000.0,0.005780932177
1,7,27000.0,0.005780932177
1,7,28000.0,
1,7,29000.0,
1,7,30000.0,0.005405881596
1,7,31000.0,0.005405881596
1,7,32000.0,0.005405881596
1,7,33000.0,
1,7,34000.0,
1,7,35000.0,0.011455795666
1,7,36000.0,0.011455795666
1,7,37000.0,0.011455795666
1,7,38000.0,
1,7,39000.0,0.004620049147
1,7,40000.0,0.004620049147
1,7,41000.0,0.004620049147
1,7,42000.0,
1,7,43000.0,0.007742776314
1,7,44000.0,0.007742776314
1,7,45000.0,0.007742776314
1,7,46000.0,
1,7,47000.0,0.00246428363
1,7,48000.0,0.00246428363
1,7,49000.0,0.00246428363
1,7,50000.0,
1,8,5000.0,3.007261784741
1,8,6000.0,3.007261784741
1,8,7000.0,3.007261784741
1,8,8000.0,
1,8,9000.0,0.00457070687
1,8,10000.0,0.00457070687
1,8,11000.0,0.00457070687
1,8,12000.0,
1,8,13000.0,0.004770109805
1,8,14000.0,0.004770109805
1,8,15000.0,0.004770109805
1,8,16000.0,
1,8,17000.0,0.00528581662
1,8,18000.0,0.00528581662
1,8,19000.0,0.00528581662
1,8,20000.0,
1,8,21000.0,0.005482968959
1,8,22000.0,0.005482968959
1,8,23000.0,0.005482968959
1,8,24000.0,
1,8,25000.0,0.003805067355
1,8,26000.0,0.003805067355
1,8,27000.0,0.003805067355
1,8,28000.0,
1,8,29000.0,0.001865980879
1,8,30000.0,0.001865980879
1,8,31000.0,0.001865980879
1,8,32000.0,
1,8,33000.0,
1,8,34000.0,0.00202531778
1,8,35000.0,0.00202531778
1,8,36000.0,0.00202531778
1,8,37000.0,0.003124917796
1,8,38000.0,0.003124917796
1,8,39000.0,0.003124917796
1,8,40000.0,
1,8,41000.0,0.002644763729
1,8,42000.0,0.002644763729
1,8,43000.0,0.002644763729
1,8,44000.0,
1,8,45000.0,0.002904827042
1,8,46000.0,0.002904827042
1,8,47000.0,0.002904827042
1,8,48000.0,
1,8,49000.0,
1,8,50000.0,0.002165282565
1,9,5000.0,0.002692230576
1,9,6000.0,0.002692230576
1,9,7000.0,0.002692230576
1,9,8000.0,
1,9,9000.0,
1,9,10000.0,0.002165364034
1,9,11000.0,0.002165364034
1,9,12000.0,0.002165364034
1,9,13000.0,
1,9,14000.0,0.003730175135
1,9,15000.0,0.003730175135
1,9,16000.0,0.003730175135
1,9,17000.0,
1,9,18000.0,0.002791417593
1,9,19000.0,0.002791417593
1,9,20000.0,0.002791417593
1,9,21000.0,
1,9,22000.0,
1,9,23000.0,0.002835817508
1,9,24000.0,0.002835817508
1,9,25000.0,0.002835817508
1,9,26000.0,
1,9,27000.0,0.003154208092
1,9,28000.0,0.003154208092
1,9,29000.0,0.003154208092
1,9,30000.0,
1,9,31000.0,0.00272500011
1,9,32000.0,0.00272500011
1,9,33000.0,0.00272500011
1,9,34000.0,0.002145014903
1,9,35000.0,0.002145014903
1,9,36000.0,0.002145014903
1,9,37000.0,
1,9,38000.0,0.002984219444
1,9,39000.0,0.002984219444
1,9,40000.0,0.002984219444
1,9,41000.0,
1,9,42000.0,0.002542885724
1,9,43000.0,0.002542885724
1,9,44000.0,0.002542885724
1,9,45000.0,0.002501976918
1,9,46000.0,0.002501976918
1,9,47000.0,0.002501976918
1,9,48000.0,0.003240988092
1,9,49000.0,0.003240988092
1,9,50000.0,0.003240988092
1,10,5000.0,
1,10,6000.0,0.004350119125
1,10,7000.0,0.004350119125
1,10,8000.0,0.004350119125
1,10,9000.0,0.00908521122
1,10,10000.0,0.00908521122
1,10,11000.0,0.00908521122
1,10,12000.0,
1,10,13000.0,0.005887603038
1,10,14000.0,0.005887603038
1,10,15000.0,0.005887603038
1,10,16000.0,
1,10,17000.0,0.005083828185
1,10,18000.0,0.005083828185
1,10,19000.0,0.005083828185
1,10,20000.0,
1,10,21000.0,
1,10,22000.0,0.002329726195
1,10,23000.0,0.002329726195
1,10,24000.0,0.002329726195
1,10,25000.0,0.002766090792
1,10,26000.0,0.002766090792
1,10,27000.0,0.002766090792
1,10,28000.0,
1,10,29000.0,0.002105634375
1,10,30000.0,0.002105634375
1,10,31000.0,0.002105634375
1,10,32000.0,0.005775790588
1,10,33000.0,0.005775790588
1,10,34000.0,0.005775790588
1,10,35000.0,
1,10,36000.0,
1,10,37000.0,0.002285078149
1,10,38000.0,0.002285078149
1,10,39000.0,0.002285078149
1,10,40000.0,
1,10,41000.0,0.004118239886
1,10,42000.0,0.004118239886
1,10,43000.0,0.004118239886
1,10,44000.0,0.002765105116
1,10,45000.0,0.002765105116
1,10,46000.0,0.002765105116
1,10,47000.0,
1,10,48000.0,
1,10,49000.0,0.002545381906
1,10,50000.0,0.002545381906
1,11,5000.0,
1,11,6000.0,
1,11,7000.0,
1,11,8000.0,
1,11,9000.0,
1,11,10000.0,0.006924870697
1,11,11000.0,0.006924870697
1,11,12000.0,0.006924870697
1,11,13000.0,
1,11,14000.0,0.005051151753
1,11,15000.0,0.005051151753
1,11,16000.0,0.005051151753
1,11,17000.0,
1,11,18000.0,0.005109857137
1,11,19000.0,0.005109857137
1,11,20000.0,0.005109857137
1,11,21000.0,
1,11,22000.0,0.005836014998
1,11,23000.0,0.005836014998
1,11,24000.0,0.005836014998
1,11,25000.0,
1,11,26000.0,0.0052251955
1,11,27000.0,0.0052251955
1,11,28000.0,0.0052251955
1,11,29000.0,
1,11,30000.0,0.004687789685
1,11,31000.0,0.004687789685
1,11,32000.0,0.004687789685
1,11,33000.0,
1,11,34000.0,
1,11,35000.0,0.005127266004
1,11,36000.0,0.005127266004
1,11,37000.0,0.005127266004
1,11,38000.0,
1,11,39000.0,0.005206232472
1,11,40000.0,0.005206232472
1,11,41000.0,0.005206232472
1,11,42000.0,
1,11,43000.0,0.004787980376
1,11,44000.0,0.004787980376
1,11,45000.0,0.004787980376
1,11,46000.0,
1,11,47000.0,
1,11,48000.0,0.010173710295
1,11,49000.0,0.010173710295
1,11,50000.0,0.010173710295
1,12,5000.0,
1,12,6000.0,0.004452071529
1,12,7000.0,0.004452071529
1,12,8000.0,0.004452071529
1,12,9000.0,
1,12,10000.0,
1,12,11000.0,0.00604058299
1,12,12000.0,0.00604058299
1,12,13000.0,0.00604058299
1,12,14000.0,
1,12,15000.0,0.004911347525
1,12,16000.0,0.004911347525
1,12,17000.0,0.004911347525
1,12,18000.0,
1,12,19000.0,
1,12,20000.0,0.004331097935
1,12,21000.0,0.004331097935
1,12,22000.0,0.004331097935
1,12,23000.0,
1,12,24000.0,
1,12,25000.0,0.004710125025
1,12,26000.0,0.004710125025
1,12,27000.0,0.004710125025
1,12,28000.0,
1,12,29000.0,
1,12,30000.0,
1,12,31000.0,0.005230458741
1,12,32000.0,0.005230458741
1,12,33000.0,0.005230458741
1,12,34000.0,
1,12,35000.0,
1,12,36000.0,0.005168899613
1,12,37000.0,0.005168899613
1,12,38000.0,0.005168899613
1,12,39000.0,
1,12,40000.0,0.005071229217
1,12,41000.0,0.005071229217
1,12,42000.0,0.005071229217
1,12,43000.0,
1,12,44000.0,
1,12,45000.0,0.005160116802
1,12,46000.0,0.005160116802
1,12,47000.0,0.005160116802
1,12,48000.0,
1,12,49000.0,0.004329178577
1,12,50000.0,0.004329178577
1,13,5000.0,0.007774856412
1,13,6000.0,0.007774856412
1,13,7000.0,0.007774856412
1,13,8000.0,
1,13,9000.0,0.005705217035
1,13,10000.0,0.005705217035
1,13,11000.0,0.005705217035
1,13,12000.0,
1,13,13000.0,0.002166638923
1,13,14000.0,0.002166638923
1,13,15000.0,0.002166638923
1,13,16000.0,
1,13,17000.0,0.003286335772
1,13,18000.0,0.003286335772
1,13,19000.0,0.003286335772
1,13,20000.0,
1,13,21000.0,0.002946245149
1,13,22000.0,0.002946245149
1,13,23000.0,0.002946245149
1,13,24000.0,
1,13,25000.0,
1,13,26000.0,0.002826435977
1,13,27000.0,0.002826435977
1,13,28000.0,0.002826435977
1,13,29000.0,
1,13,30000.0,
1,13,31000.0,
1,13,32000.0,
1,13,33000.0,0.005571816705
1,13,34000.0,0.005571816705
1,13,35000.0,0.005571816705
1,13,36000.0,
1,13,37000.0,
1,13,38000.0,0.004464786936
1,13,39000.0,0.004464786936
1,13,40000.0,0.004464786936
1,13,41000.0,0.007722718434
1,13,42000.0,0.007722718434
1,13,43000.0,0.007722718434
1,13,44000.0,
1,13,45000.0,0.006501623686
1,13,46000.0,0.006501623686
1,13,47000.0,0.006501623686
1,13,48000.0,0.004206797264
1,13,49000.0,0.004206797264
1,13,50000.0,0.004206797264
1,14,5000.0,0.001981749254
1,14,6000.0,0.001981749254
1,14,7000.0,0.001981749254
1,14,8000.0,
1,14,9000.0,0.001441452173
1,14,10000.0,0.001441452173
1,14,11000.0,0.001441452173
1,14,12000.0,
1,14,13000.0,
1,14,14000.0,0.002721126683
1,14,15000.0,0.002721126683
1,14,16000.0,0.002721126683
1,14,17000.0,
1,14,18000.0,0.00202085738
1,14,19000.0,0.00202085738
1,14,20000.0,0.00202085738
1,14,21000.0,
1,14,22000.0,0.002380594414
1,14,23000.0,0.002380594414
1,14,24000.0,0.002380594414
1,14,25000.0,
1,14,26000.0,0.002520383082
1,14,27000.0,0.002520383082
1,14,28000.0,0.002520383082
1,14,29000.0,
1,14,30000.0,
1,14,31000.0,0.002340193471
1,14,32000.0,0.002340193471
1,14,33000.0,0.002340193471
1,14,34000.0,0.002440087403
1,14,35000.0,0.002440087403
1,14,36000.0,0.002440087403
1,14,37000.0,
1,14,38000.0,
1,14,39000.0,0.00213999447
1,14,40000.0,0.00213999447
1,14,41000.0,0.00213999447
1,14,42000.0,0.002499965405
1,14,43000.0,0.002499965405
1,14,44000.0,0.002499965405
1,14,45000.0,0.002619966089
1,14,46000.0,0.002619966089
1,14,47000.0,0.002619966089
1,14,48000.0,
1,14,49000.0,0.003269424891
1,14,50000.0,0.003269424891
1,15,5000.0,0.005208920394
1,15,6000.0,0.005208920394
1,15,7000.0,0.005208920394
1,15,8000.0,
1,15,9000.0,0.007562660214
1,15,10000.0,0.007562660214
1,15,11000.0,0.007562660214
1,15,12000.0,
1,15,13000.0,0.004712533108
1,15,14000.0,0.004712533108
1,15,15000.0,0.004712533108
1,15,16000.0,
1,15,17000.0,0.004825288943
1,15,18000.0,0.004825288943
1,15,19000.0,0.004825288943
1,15,20000.0,
1,15,21000.0,
1,15,22000.0,0.001985970397
1,15,23000.0,0.001985970397
1,15,24000.0,0.001985970397
1,15,25000.0,
1,15,26000.0,0.006984029168
1,15,27000.0,0.006984029168
1,15,28000.0,0.006984029168
1,15,29000.0,
1,15,30000.0,
1,15,31000.0,0.002702581467
1,15,32000.0,0.002702581467
1,15,33000.0,0.002702581467
1,15,34000.0,0.002441141376
1,15,35000.0,0.002441141376
1,15,36000.0,0.002441141376
1,15,37000.0,
1,15,38000.0,0.004256579978
1,15,39000.0,0.004256579978
1,15,40000.0,0.004256579978
1,15,41000.0,0.00209842178
1,15,42000.0,0.00209842178
1,15,43000.0,0.00209842178
1,15,44000.0,
1,15,45000.0,
1,15,46000.0,0.002436677659
1,15,47000.0,0.002436677659
1,15,48000.0,0.002436677659
1,15,49000.0,0.002097047199
1,15,50000.0,0.002097047199
1,16,5000.0,0.005274593835
1,16,6000.0,0.005274593835
1,16,7000.0,0.005274593835
1,16,8000.0,0.004303881456
1,16,9000.0,0.004303881456
1,16,10000.0,0.004303881456
1,16,11000.0,
1,16,12000.0,
1,16,13000.0,0.004603387953
1,16,14000.0,0.004603387953
1,16,15000.0,0.004603387953
1,16,16000.0,0.004747478709
1,16,17000.0,0.004747478709
1,16,18000.0,0.004747478709
1,16,19000.0,0.003107110731
1,16,20000.0,0.003107110731
1,16,21000.0,0.003107110731
1,16,22000.0,
1,16,23000.0,
1,16,24000.0,0.002947023472
1,16,25000.0,0.002947023472
1,16,26000.0,0.002947023472
1,16,27000.0,
1,16,28000.0,0.002706293605
1,16,29000.0,0.002706293605
1,16,30000.0,0.002706293605
1,16,31000.0,
1,16,32000.0,0.002864648596
1,16,33000.0,0.002864648596
1,16,34000.0,0.002864648596
1,16,35000.0,
1,16,36000.0,0.003082934055
1,16,37000.0,0.003082934055
1,16,38000.0,0.003082934055
1,16,39000.0,
1,16,40000.0,0.001981341655
1,16,41000.0,0.001981341655
1,16,42000.0,0.001981341655
1,16,43000.0,
1,16,44000.0,0.002739850681
1,16,45000.0,0.002739850681
1,16,46000.0,0.002739850681
1,16,47000.0,
1,16,48000.0,0.003158139666
1,16,49000.0,0.003158139666
1,16,50000.0,0.003158139666
1,17,5000.0,0.00244980574
1,17,6000.0,0.00244980574
1,17,7000.0,0.00244980574
1,17,8000.0,0.002819604067
1,17,9000.0,0.002819604067
1,17,10000.0,0.002819604067
1,17,11000.0,
1,17,12000.0,0.003020325285
1,17,13000.0,0.003020325285
1,17,14000.0,0.003020325285
1,17,15000.0,
1,17,16000.0,0.002581177958
1,17,17000.0,0.002581177958
1,17,18000.0,0.002581177958
1,17,19000.0,0.002541960831
1,17,20000.0,0.002541960831
1,17,21000.0,0.002541960831
1,17,22000.0,
1,17,23000.0,
1,17,24000.0,0.002443112787
1,17,25000.0,0.002443112787
1,17,26000.0,0.002443112787
1,17,27000.0,0.002983997347
1,17,28000.0,0.002983997347
1,17,29000.0,0.002983997347
1,17,30000.0,0.00264209162
1,17,31000.0,0.00264209162
1,17,32000.0,0.00264209162
1,17,33000.0,
1,17,34000.0,0.060935149385
1,17,35000.0,0.060935149385
1,17,36000.0,0.060935149385
1,17,37000.0,0.00234651907
1,17,38000.0,0.00234651907
1,17,39000.0,0.00234651907
1,17,40000.0,
1,17,41000.0,
1,17,42000.0,
1,17,43000.0,
1,17,44000.0,
1,17,45000.0,0.0048647411
1,17,46000.0,0.0048647411
1,17,47000.0,0.0048647411
1,17,48000.0,
1,17,49000.0,
1,17,50000.0,0.007174473005
1,18,5000.0,
1,18,6000.0,0.01189082113
1,18,7000.0,0.01189082113
1,18,8000.0,0.01189082113
1,18,9000.0,0.005010855917
1,18,10000.0,0.005010855917
1,18,11000.0,0.005010855917
1,18,12000.0,
1,18,13000.0,
1,18,14000.0,0.005306012598
1,18,15000.0,0.005306012598
1,18,16000.0,0.005306012598
1,18,17000.0,
1,18,18000.0,0.004604888762
1,18,19000.0,0.004604888762
1,18,20000.0,0.004604888762
1,18,21000.0,
1,18,22000.0,0.00431218104
1,18,23000.0,0.00431218104
1,18,24000.0,0.00431218104
1,18,25000.0,
1,18,26000.0,
1,18,27000.0,0.004163451291
1,18,28000.0,0.004163451291
1,18,29000.0,0.004163451291
1,18,30000.0,0.002544945314
1,18,31000.0,0.002544945314
1,18,32000.0,0.002544945314
1,18,33000.0,
1,18,34000.0,0.002544137007
1,18,35000.0,0.002544137007
1,18,36000.0,0.002544137007
1,18,37000.0,
1,18,38000.0,
1,18,39000.0,0.003403220997
1,18,40000.0,0.003403220997
1,18,41000.0,0.003403220997
1,18,42000.0,0.001962780819
1,18,43000.0,0.001962780819
1,18,44000.0,0.001962780819
1,18,45000.0,
1,18,46000.0,0.002302580813
1,18,47000.0,0.002302580813
1,18,48000.0,0.002302580813
1,18,49000.0,
1,18,50000.0,0.00323231585
1,19,5000.0,
1,19,6000.0,0.005025574195
1,19,7000.0,0.005025574195
1,19,8000.0,0.005025574195
1,19,9000.0,0.005491503776
1,19,10000.0,0.005491503776
1,19,11000.0,0.005491503776
1,19,12000.0,
1,19,13000.0,0.005128313834
1,19,14000.0,0.005128313834
1,19,15000.0,0.005128313834
1,19,16000.0,0.002486494599
1,19,17000.0,0.002486494599
1,19,18000.0,0.002486494599
1,19,19000.0,
1,19,20000.0,
1,19,21000.0,0.005071716674
1,19,22000.0,0.005071716674
1,19,23000.0,0.005071716674
1,19,24000.0,
1,19,25000.0,0.007856557963
1,19,26000.0,0.007856557963
1,19,27000.0,0.007856557963
1,19,28000.0,
1,19,29000.0,0.003298446904
1,19,30000.0,0.003298446904
1,19,31000.0,0.003298446904
1,19,32000.0,
1,19,33000.0,
1,19,34000.0,0.00246609817
1,19,35000.0,0.00246609817
