rep,host,t,delay_sec
0,22,27000.0,0.005035757541
0,22,28000.0,0.005035757541
0,22,29000.0,
0,22,30000.0,0.004418216545
0,22,31000.0,0.004418216545
0,22,32000.0,0.004418216545
0,22,33000.0,
0,22,34000.0,0.002680341855
0,22,35000.0,0.002680341855
0,22,36000.0,0.002680341855
0,22,37000.0,
0,22,38000.0,
0,22,39000.0,0.002779858997
0,22,40000.0,0.002779858997
0,22,41000.0,0.002779858997
0,22,42000.0,
0,22,43000.0,0.003200651078
0,22,44000.0,0.003200651078
0,22,45000.0,0.003200651078
0,22,46000.0,
0,22,47000.0,0.002359085035
0,22,48000.0,0.002359085035
0,22,49000.0,0.002359085035
0,22,50000.0,
0,23,5000.0,0.01537360612
0,23,6000.0,0.01537360612
0,23,7000.0,0.01537360612
0,23,8000.0,
0,23,9000.0,
0,23,10000.0,0.027804784222
0,23,11000.0,0.027804784222
0,23,12000.0,0.027804784222
0,23,13000.0,
0,23,14000.0,0.008530575157
0,23,15000.0,0.008530575157
0,23,16000.0,0.008530575157
0,23,17000.0,0.008452149437
0,23,18000.0,0.008452149437
0,23,19000.0,0.008452149437
0,23,20000.0,
0,23,21000.0,
0,23,22000.0,0.005732120689
0,23,23000.0,0.005732120689
0,23,24000.0,0.005732120689
0,23,25000.0,0.005351362788
0,23,26000.0,0.005351362788
0,23,27000.0,0.005351362788
0,23,28000.0,0.005071436983
0,23,29000.0,0.005071436983
0,23,30000.0,0.005071436983
0,23,31000.0,
0,23,32000.0,0.006690250522
0,23,33000.0,0.006690250522
0,23,34000.0,0.006690250522
0,23,35000.0,0.005436016325
0,23,36000.0,0.005436016325
0,23,37000.0,0.005436016325
0,23,38000.0,
0,23,39000.0,0.009891281695
0,23,40000.0,0.009891281695
0,23,41000.0,0.009891281695
0,23,42000.0,0.008181728235
0,23,43000.0,0.008181728235
0,23,44000.0,0.008181728235
0,23,45000.0,
0,23,46000.0,0.005450583514
0,23,47000.0,0.005450583514
0,23,48000.0,0.005450583514
0,23,49000.0,0.006191832793
0,23,50000.0,0.006191832793
0,24,5000.0,
0,24,6000.0,
0,24,7000.0,0.013014122726
0,24,8000.0,0.013014122726
0,24,9000.0,0.013014122726
0,24,10000.0,
0,24,11000.0,0.005160448811
0,24,12000.0,0.005160448811
0,24,13000.0,0.005160448811
0,24,14000.0,
0,24,15000.0,
0,24,16000.0,0.008201785676
0,24,17000.0,0.008201785676
0,24,18000.0,0.008201785676
0,24,19000.0,0.008960802878
0,24,20000.0,0.008960802878
0,24,21000.0,0.008960802878
0,24,22000.0,
0,24,23000.0,0.004772459951
0,24,24000.0,0.004772459951
0,24,25000.0,0.004772459951
0,24,26000.0,0.011301529745
0,24,27000.0,0.011301529745
0,24,28000.0,0.011301529745
0,24,29000.0,0.004945887709
0,24,30000.0,0.004945887709
0,24,31000.0,0.004945887709
0,24,32000.0,
0,24,33000.0,0.005546234681
0,24,34000.0,0.005546234681
0,24,35000.0,0.005546234681
0,24,36000.0,0.004892628216
0,24,37000.0,0.004892628216
0,24,38000.0,0.004892628216
0,24,39000.0,
0,24,40000.0,0.005368187095
0,24,41000.0,0.005368187095
0,24,42000.0,0.005368187095
0,24,43000.0,
0,24,44000.0,0.00515102226
0,24,45000.0,0.00515102226
0,24,46000.0,0.00515102226
0,24,47000.0,
0,24,48000.0,0.004848042188
0,24,49000.0,0.004848042188
0,24,50000.0,0.004848042188
1,0,5000.0,0.005257143051
1,0,6000.0,0.005257143051
1,0,7000.0,0.005257143051
1,0,8000.0,
1,0,9000.0,0.004683953666
1,0,10000.0,0.004683953666
1,0,11000.0,0.004683953666
1,0,12000.0,
1,0,13000.0,0.004939258583
1,0,14000.0,0.004939258583
1,0,15000.0,0.004939258583
1,0,16000.0,
1,0,17000.0,0.005668378926
1,0,18000.0,0.005668378926
1,0,19000.0,0.005668378926
1,0,20000.0,
1,0,21000.0,0.005150940875
1,0,22000.0,0.005150940875
1,0,23000.0,0.005150940875
1,0,24000.0,
1,0,25000.0,0.0046320048
1,0,26000.0,0.0046320048
1,0,27000.0,0.0046320048
1,0,28000.0,
1,0,29000.0,0.005497683792
1,0,30000.0,0.005497683792
1,0,31000.0,0.005497683792
1,0,32000.0,
1,0,33000.0,0.00393154459
1,0,34000.0,0.00393154459
1,0,35000.0,0.00393154459
1,0,36000.0,
1,0,37000.0,0.00463802306
1,0,38000.0,0.00463802306
1,0,39000.0,0.00463802306
1,0,40000.0,0.011952990248
1,0,41000.0,0.011952990248
1,0,42000.0,0.011952990248
1,0,43000.0,
1,0,44000.0,0.004938219231
1,0,45000.0,0.004938219231
1,0,46000.0,0.004938219231
1,0,47000.0,0.010919155498
1,0,48000.0,0.010919155498
1,0,49000.0,0.010919155498
1,0,50000.0,
1,1,5000.0,0.00513766971
1,1,6000.0,0.00513766971
1,1,7000.0,0.00513766971
1,1,8000.0,
1,1,9000.0,0.00523766971
1,1,10000.0,0.00523766971
1,1,11000.0,0.00523766971
1,1,12000.0,0.00491078096
1,1,13000.0,0.00491078096
1,1,14000.0,0.00491078096
1,1,15000.0,
1,1,16000.0,
1,1,17000.0,0.015850843305
1,1,18000.0,0.015850843305
1,1,19000.0,0.015850843305
1,1,20000.0,
1,1,21000.0,0.006748242997
1,1,22000.0,0.006748242997
1,1,23000.0,0.006748242997
1,1,24000.0,
1,1,25000.0,0.00603711314
1,1,26000.0,0.00603711314
1,1,27000.0,0.00603711314
1,1,28000.0,0.009380826041
1,1,29000.0,0.009380826041
1,1,30000.0,0.009380826041
1,1,31000.0,
1,1,32000.0,
1,1,33000.0,0.00500055846
1,1,34000.0,0.00500055846
1,1,35000.0,0.00500055846
1,1,36000.0,0.00550511314
1,1,37000.0,0.00550511314
1,1,38000.0,0.00550511314
1,1,39000.0,
1,1,40000.0,0.00374389221
1,1,41000.0,0.00374389221
1,1,42000.0,0.00374389221
1,1,43000.0,
1,1,44000.0,
1,1,45000.0,0.011673212124
1,1,46000.0,0.011673212124
1,1,47000.0,0.011673212124
1,1,48000.0,
1,1,49000.0,0.004697910817
1,1,50000.0,0.004697910817
1,2,5000.0,
1,2,6000.0,0.011240171403
1,2,7000.0,0.011240171403
1,2,8000.0,0.011240171403
1,2,9000.0,
1,2,10000.0,
1,2,11000.0,0.009018051555
1,2,12000.0,0.009018051555
1,2,13000.0,0.009018051555
1,2,14000.0,
1,2,15000.0,0.008141921908
1,2,16000.0,0.008141921908
1,2,17000.0,0.008141921908
1,2,18000.0,
1,2,19000.0,
1,2,20000.0,0.012040427007
1,2,21000.0,0.012040427007
1,2,22000.0,0.012040427007
1,2,23000.0,
1,2,24000.0,0.011392475449
1,2,25000.0,0.011392475449
1,2,26000.0,0.011392475449
1,2,27000.0,
1,2,28000.0,
1,2,29000.0,0.009246283067
1,2,30000.0,0.009246283067
1,2,31000.0,0.009246283067
1,2,32000.0,
1,2,33000.0,
1,2,34000.0,
1,2,35000.0,
1,2,36000.0,
1,2,37000.0,0.020476733509
1,2,38000.0,0.020476733509
1,2,39000.0,0.020476733509
1,2,40000.0,0.010670845787
1,2,41000.0,0.010670845787
1,2,42000.0,0.010670845787
1,2,43000.0,
1,2,44000.0,
1,2,45000.0,0.010035994017
1,2,46000.0,0.010035994017
1,2,47000.0,0.010035994017
1,2,48000.0,
1,2,49000.0,0.013798143114
1,2,50000.0,0.013798143114
1,4,5000.0,0.004891353174
1,4,6000.0,0.004891353174
1,4,7000.0,0.004891353174
1,4,8000.0,
1,4,9000.0,0.008465149363
1,4,10000.0,0.008465149363
1,4,11000.0,0.008465149363
1,4,12000.0,
1,4,13000.0,
1,4,14000.0,0.005336633148
1,4,15000.0,0.005336633148
1,4,16000.0,0.005336633148
1,4,17000.0,
1,4,18000.0,0.004170817192
1,4,19000.0,0.004170817192
1,4,20000.0,0.004170817192
1,4,21000.0,
1,4,22000.0,
1,4,23000.0,0.00410511314
1,4,24000.0,0.00410511314
1,4,25000.0,0.00410511314
1,4,26000.0,
1,4,27000.0,0.005607663273
1,4,28000.0,0.005607663273
1,4,29000.0,0.005607663273
1,4,30000.0,
1,4,31000.0,
1,4,32000.0,0.005477832574
1,4,33000.0,0.005477832574
1,4,34000.0,0.005477832574
1,4,35000.0,0.004265593624
1,4,36000.0,0.004265593624
1,4,37000.0,0.004265593624
1,4,38000.0,
1,4,39000.0,0.00749929692
1,4,40000.0,0.00749929692
1,4,41000.0,0.00749929692
1,4,42000.0,
1,4,43000.0,0.004799195445
1,4,44000.0,0.004799195445
1,4,45000.0,0.004799195445
1,4,46000.0,
1,4,47000.0,
1,4,48000.0,0.008899973365
1,4,49000.0,0.008899973365
1,4,50000.0,0.008899973365
1,5,5000.0,
1,5,6000.0,0.00284066625
1,5,7000.0,0.00284066625
1,5,8000.0,0.00284066625
1,5,9000.0,
1,5,10000.0,0.00266066625
1,5,11000.0,0.00266066625
1,5,12000.0,0.00266066625
1,5,13000.0,
1,5,14000.0,0.00286066625
1,5,15000.0,0.00286066625
1,5,16000.0,0.00286066625
1,5,17000.0,0.005256872149
1,5,18000.0,0.005256872149
1,5,19000.0,0.005256872149
1,5,20000.0,0.00266066625
1,5,21000.0,0.00266066625
1,5,22000.0,0.00266066625
1,5,23000.0,
1,5,24000.0,0.00274066625
1,5,25000.0,0.00274066625
1,5,26000.0,0.00274066625
1,5,27000.0,
1,5,28000.0,0.00356066625
1,5,29000.0,0.00356066625
1,5,30000.0,0.00356066625
1,5,31000.0,
1,5,32000.0,0.010161803597
1,5,33000.0,0.010161803597
1,5,34000.0,0.010161803597
1,5,35000.0,
1,5,36000.0,0.00230066625
1,5,37000.0,0.00230066625
1,5,38000.0,0.00230066625
1,5,39000.0,
1,5,40000.0,0.004802774424
1,5,41000.0,0.004802774424
1,5,42000.0,0.004802774424
1,5,43000.0,
1,5,44000.0,
1,5,45000.0,0.004702422062
1,5,46000.0,0.004702422062
1,5,47000.0,0.004702422062
1,5,48000.0,
1,5,49000.0,0.006738590637
1,5,50000.0,0.006738590637
1,6,5000.0,0.054429873739
1,6,6000.0,0.054429873739
1,6,7000.0,0.054429873739
1,6,8000.0,0.002697354029
1,6,9000.0,0.002697354029
1,6,10000.0,0.002697354029
1,6,11000.0,
1,6,12000.0,0.002497562547
1,6,13000.0,0.002497562547
1,6,14000.0,0.002497562547
1,6,15000.0,
1,6,16000.0,0.002257858973
1,6,17000.0,0.002257858973
1,6,18000.0,0.002257858973
1,6,19000.0,0.014404130246
1,6,20000.0,0.014404130246
1,6,21000.0,0.014404130246
1,6,22000.0,
1,6,23000.0,
1,6,24000.0,0.003018491583
1,6,25000.0,0.003018491583
1,6,26000.0,0.003018491583
1,6,27000.0,
1,6,28000.0,0.002718859926
1,6,29000.0,0.002718859926
1,6,30000.0,0.002718859926
1,6,31000.0,
1,6,32000.0,
1,6,33000.0,0.005723272634
1,6,34000.0,0.005723272634
1,6,35000.0,0.005723272634
1,6,36000.0,
1,6,37000.0,0.004994441023
1,6,38000.0,0.004994441023
1,6,39000.0,0.004994441023
1,6,40000.0,
1,6,41000.0,
1,6,42000.0,0.002940180869
1,6,43000.0,0.002940180869
1,6,44000.0,0.002940180869
1,6,45000.0,
1,6,46000.0,0.002807491691
1,6,47000.0,0.002807491691
1,6,48000.0,0.002807491691
1,6,49000.0,
1,6,50000.0,
1,7,5000.0,
1,7,6000.0,
1,7,7000.0,
1,7,8000.0,3.004275504156
1,7,9000.0,3.004275504156
1,7,10000.0,3.004275504156
1,7,11000.0,0.006379504156
1,7,12000.0,0.006379504156
1,7,13000.0,0.006379504156
1,7,14000.0,
1,7,15000.0,0.005670392906
1,7,16000.0,0.005670392906
1,7,17000.0,0.005670392906
1,7,18000.0,
1,7,19000.0,0.004028367484
1,7,20000.0,0.004028367484
1,7,21000.0,0.004028367484
1,7,22000.0,0.004395256234
1,7,23000.0,0.004395256234
1,7,24000.0,0.004395256234
1,7,25000.0,
1,7,26000.0,0.005335256234
1,7,27000.0,0.005335256234
1,7,28000.0,0.005335256234
1,7,29000.0,0.004370392906
1,7,30000.0,0.004370392906
1,7,31000.0,0.004370392906
1,7,32000.0,0.005333383558
1,7,33000.0,0.005333383558
1,7,34000.0,0.005333383558
1,7,35000.0,
1,7,36000.0,0.009458489056
1,7,37000.0,0.009458489056
1,7,38000.0,0.009458489056
1,7,39000.0,
1,7,40000.0,0.005485193509
1,7,41000.0,0.005485193509
1,7,42000.0,0.005485193509
1,7,43000.0,
1,7,44000.0,0.004805884343
1,7,45000.0,0.004805884343
1,7,46000.0,0.004805884343
1,7,47000.0,
1,7,48000.0,0.005013383558
1,7,49000.0,0.005013383558
1,7,50000.0,0.005013383558
1,8,5000.0,0.007306657349
1,8,6000.0,0.007306657349
1,8,7000.0,0.007306657349
1,8,8000.0,
1,8,9000.0,0.005497448748
1,8,10000.0,0.005497448748
1,8,11000.0,0.005497448748
1,8,12000.0,
1,8,13000.0,0.00516546166
1,8,14000.0,0.00516546166
1,8,15000.0,0.00516546166
1,8,16000.0,
1,8,17000.0,
1,8,18000.0,0.006433069025
1,8,19000.0,0.006433069025
1,8,20000.0,0.006433069025
1,8,21000.0,
1,8,22000.0,0.005691246433
1,8,23000.0,0.005691246433
1,8,24000.0,0.005691246433
1,8,25000.0,0.005251271207
1,8,26000.0,0.005251271207
1,8,27000.0,0.005251271207
1,8,28000.0,
1,8,29000.0,0.006322361155
1,8,30000.0,0.006322361155
1,8,31000.0,0.006322361155
1,8,32000.0,
1,8,33000.0,
1,8,34000.0,0.005331842676
1,8,35000.0,0.005331842676
1,8,36000.0,0.005331842676
1,8,37000.0,
1,8,38000.0,0.009979302608
1,8,39000.0,0.009979302608
1,8,40000.0,0.009979302608
1,8,41000.0,
1,8,42000.0,0.007895735902
1,8,43000.0,0.007895735902
1,8,44000.0,0.007895735902
1,8,45000.0,
1,8,46000.0,0.005025583373
1,8,47000.0,0.005025583373
1,8,48000.0,0.005025583373
1,8,49000.0,
1,8,50000.0,
1,9,5000.0,0.011376926843
1,9,6000.0,0.011376926843
1,9,7000.0,0.011376926843
1,9,8000.0,0.008141337359
1,9,9000.0,0.008141337359
1,9,10000.0,0.008141337359
1,9,11000.0,
1,9,12000.0,
1,9,13000.0,0.004864625099
1,9,14000.0,0.004864625099
1,9,15000.0,0.004864625099
1,9,16000.0,0.005331239394
1,9,17000.0,0.005331239394
1,9,18000.0,0.005331239394
1,9,19000.0,
1,9,20000.0,
1,9,21000.0,0.008288810802
1,9,22000.0,0.008288810802
1,9,23000.0,0.008288810802
1,9,24000.0,0.013623751008
1,9,25000.0,0.013623751008
1,9,26000.0,0.013623751008
1,9,27000.0,
1,9,28000.0,0.004284118834
1,9,29000.0,0.004284118834
1,9,30000.0,0.004284118834
1,9,31000.0,0.004936103021
1,9,32000.0,0.004936103021
1,9,33000.0,0.004936103021
1,9,34000.0,
1,9,35000.0,
1,9,36000.0,0.010495521683
1,9,37000.0,0.010495521683
1,9,38000.0,0.010495521683
1,9,39000.0,
1,9,40000.0,
1,9,41000.0,0.005129099958
1,9,42000.0,0.005129099958
1,9,43000.0,0.005129099958
1,9,44000.0,
1,9,45000.0,0.005069154764
1,9,46000.0,0.005069154764
1,9,47000.0,0.005069154764
1,9,48000.0,
1,9,49000.0,
1,9,50000.0,0.005099021099
1,10,5000.0,
1,10,6000.0,0.006606099759
1,10,7000.0,0.006606099759
1,10,8000.0,0.006606099759
1,10,9000.0,
1,10,10000.0,0.004324103569
1,10,11000.0,0.004324103569
1,10,12000.0,0.004324103569
1,10,13000.0,
1,10,14000.0,0.005837139993
1,10,15000.0,0.005837139993
1,10,16000.0,0.005837139993
1,10,17000.0,
1,10,18000.0,0.00547506053
1,10,19000.0,0.00547506053
1,10,20000.0,0.00547506053
1,10,21000.0,
1,10,22000.0,0.010767499676
1,10,23000.0,0.010767499676
1,10,24000.0,0.010767499676
1,10,25000.0,
1,10,26000.0,0.033634522265
1,10,27000.0,0.033634522265
1,10,28000.0,0.033634522265
1,10,29000.0,
1,10,30000.0,0.004800051592
1,10,31000.0,0.004800051592
1,10,32000.0,0.004800051592
1,10,33000.0,0.005273510009
1,10,34000.0,0.005273510009
1,10,35000.0,0.005273510009
1,10,36000.0,
1,10,37000.0,
1,10,38000.0,0.004640831597
1,10,39000.0,0.004640831597
1,10,40000.0,0.004640831597
1,10,41000.0,0.008253867204
1,10,42000.0,0.008253867204
1,10,43000.0,0.008253867204
1,10,44000.0,
1,10,45000.0,0.003380436149
1,10,46000.0,0.003380436149
1,10,47000.0,0.003380436149
1,10,48000.0,
1,10,49000.0,0.002200062409
1,10,50000.0,0.002200062409
1,11,5000.0,0.003482855896
1,11,6000.0,0.003482855896
1,11,7000.0,0.003482855896
1,11,8000.0,
1,11,9000.0,
1,11,10000.0,0.002838416692
1,11,11000.0,0.002838416692
1,11,12000.0,0.002838416692
1,11,13000.0,0.003078156867
1,11,14000.0,0.003078156867
1,11,15000.0,0.003078156867
1,11,16000.0,0.002577904871
1,11,17000.0,0.002577904871
1,11,18000.0,0.002577904871
1,11,19000.0,
1,11,20000.0,
1,11,21000.0,0.005227370598
1,11,22000.0,0.005227370598
1,11,23000.0,0.005227370598
1,11,24000.0,0.002837397838
1,11,25000.0,0.002837397838
1,11,26000.0,0.002837397838
1,11,27000.0,
1,11,28000.0,
1,11,29000.0,
1,11,30000.0,
1,11,31000.0,
1,11,32000.0,
1,11,33000.0,
1,11,34000.0,
1,11,35000.0,
1,11,36000.0,
1,11,37000.0,
1,11,38000.0,0.002737003736
1,11,39000.0,0.002737003736
1,11,40000.0,0.002737003736
1,11,41000.0,
1,11,42000.0,
1,11,43000.0,0.002397042753
1,11,44000.0,0.002397042753
1,11,45000.0,0.002397042753
1,11,46000.0,
1,11,47000.0,0.002937124715
1,11,48000.0,0.002937124715
1,11,49000.0,0.002937124715
1,11,50000.0,0.002877257308
1,12,5000.0,
1,12,6000.0,
1,12,7000.0,
1,12,8000.0,
1,12,9000.0,
1,12,10000.0,
1,12,11000.0,9.012060019717
1,12,12000.0,9.012060019717
1,12,13000.0,9.012060019717
1,12,14000.0,
1,12,15000.0,0.001938178403
1,12,16000.0,0.001938178403
1,12,17000.0,0.001938178403
1,12,18000.0,0.002597914001
1,12,19000.0,0.002597914001
1,12,20000.0,0.002597914001
1,12,21000.0,
1,12,22000.0,0.002557661357
1,12,23000.0,0.002557661357
1,12,24000.0,0.002557661357
1,12,25000.0,
1,12,26000.0,0.00289744166
1,12,27000.0,0.00289744166
1,12,28000.0,0.00289744166
1,12,29000.0,
1,12,30000.0,0.002317216192
1,12,31000.0,0.002317216192
1,12,32000.0,0.002317216192
1,12,33000.0,
1,12,34000.0,
1,12,35000.0,0.002902270545
1,12,36000.0,0.002902270545
1,12,37000.0,0.002902270545
1,12,38000.0,
1,12,39000.0,
1,12,40000.0,0.002974782554
1,12,41000.0,0.002974782554
1,12,42000.0,0.002974782554
1,12,43000.0,0.001997014395
1,12,44000.0,0.001997014395
1,12,45000.0,0.001997014395
1,12,46000.0,
1,12,47000.0,
1,12,48000.0,0.002357110019
1,12,49000.0,0.002357110019
1,12,50000.0,0.002357110019
1,13,5000.0,
1,13,6000.0,0.002534589984
1,13,7000.0,0.002534589984
1,13,8000.0,0.002534589984
1,13,9000.0,
1,13,10000.0,0.003034589984
1,13,11000.0,0.003034589984
1,13,12000.0,0.003034589984
1,13,13000.0,
1,13,14000.0,
1,13,15000.0,0.002594589984
1,13,16000.0,0.002594589984
1,13,17000.0,0.002594589984
1,13,18000.0,
1,13,19000.0,0.002414589984
1,13,20000.0,0.002414589984
1,13,21000.0,0.002414589984
1,13,22000.0,0.003194589984
1,13,23000.0,0.003194589984
1,13,24000.0,0.003194589984
1,13,25000.0,
1,13,26000.0,0.002274589984
1,13,27000.0,0.002274589984
1,13,28000.0,0.002274589984
1,13,29000.0,0.003034589984
1,13,30000.0,0.003034589984
1,13,31000.0,0.003034589984
1,13,32000.0,0.002634589984
1,13,33000.0,0.002634589984
1,13,34000.0,0.002634589984
1,13,35000.0,0.003134589984
1,13,36000.0,0.003134589984
1,13,37000.0,0.003134589984
1,13,38000.0,
1,13,39000.0,0.003254589984
1,13,40000.0,0.003254589984
1,13,41000.0,0.003254589984
1,13,42000.0,0.002134589984
1,13,43000.0,0.002134589984
1,13,44000.0,0.002134589984
1,13,45000.0,
1,13,46000.0,0.005066434474
1,13,47000.0,0.005066434474
1,13,48000.0,0.005066434474
1,13,49000.0,
1,13,50000.0,
1,14,5000.0,0.009601929833
1,14,6000.0,0.009601929833
1,14,7000.0,0.009601929833
1,14,8000.0,0.007250245283
1,14,9000.0,0.007250245283
1,14,10000.0,0.007250245283
1,14,11000.0,
1,14,12000.0,0.00451152595
1,14,13000.0,0.00451152595
1,14,14000.0,0.00451152595
1,14,15000.0,
1,14,16000.0,
1,14,17000.0,0.007756732705
1,14,18000.0,0.007756732705
1,14,19000.0,0.007756732705
1,14,20000.0,
1,14,21000.0,0.008441634818
1,14,22000.0,0.008441634818
1,14,23000.0,0.008441634818
1,14,24000.0,
1,14,25000.0,
1,14,26000.0,0.016000953291
1,14,27000.0,0.016000953291
1,14,28000.0,0.016000953291
1,14,29000.0,0.007353449082
1,14,30000.0,0.007353449082
1,14,31000.0,0.007353449082
1,14,32000.0,
1,14,33000.0,
1,14,34000.0,0.014270976524
1,14,35000.0,0.014270976524
1,14,36000.0,0.014270976524
1,14,37000.0,
1,14,38000.0,0.007544095923
1,14,39000.0,0.007544095923
1,14,40000.0,0.007544095923
1,14,41000.0,0.005298345181
1,14,42000.0,0.005298345181
1,14,43000.0,0.005298345181
1,14,44000.0,
1,14,45000.0,0.008843303499
1,14,46000.0,0.008843303499
1,14,47000.0,0.008843303499
1,14,48000.0,
1,14,49000.0,0.008655175794
1,14,50000.0,0.008655175794
1,15,5000.0,
1,15,6000.0,0.0025407388
1,15,7000.0,0.0025407388
1,15,8000.0,0.0025407388
1,15,9000.0,
1,15,10000.0,0.004177592929
1,15,11000.0,0.004177592929
1,15,12000.0,0.004177592929
1,15,13000.0,
1,15,14000.0,0.001839951077
1,15,15000.0,0.001839951077
1,15,16000.0,0.001839951077
1,15,17000.0,
1,15,18000.0,
1,15,19000.0,0.002939467618
1,15,20000.0,0.002939467618
1,15,21000.0,0.002939467618
1,15,22000.0,0.002899144881
1,15,23000.0,0.002899144881
1,15,24000.0,0.002899144881
1,15,25000.0,
1,15,26000.0,
1,15,27000.0,0.00247869936
1,15,28000.0,0.00247869936
1,15,29000.0,0.00247869936
1,15,30000.0,0.002098420304
1,15,31000.0,0.002098420304
1,15,32000.0,0.002098420304
1,15,33000.0,
1,15,34000.0,0.002618096463
1,15,35000.0,0.002618096463
1,15,36000.0,0.002618096463
1,15,37000.0,
1,15,38000.0,
1,15,39000.0,0.00221774295
1,15,40000.0,0.00221774295
1,15,41000.0,0.00221774295
1,15,42000.0,
1,15,43000.0,0.002857504587
1,15,44000.0,0.002857504587
1,15,45000.0,0.002857504587
1,15,46000.0,0.004077571279
1,15,47000.0,0.004077571279
1,15,48000.0,0.004077571279
1,15,49000.0,
1,15,50000.0,0.002757151942
1,16,5000.0,
1,16,6000.0,0.007926780187
1,16,7000.0,0.007926780187
1,16,8000.0,0.007926780187
1,16,9000.0,
1,16,10000.0,0.005842489451
1,16,11000.0,0.005842489451
1,16,12000.0,0.005842489451
1,16,13000.0,0.005470534099
1,16,14000.0,0.005470534099
1,16,15000.0,0.005470534099
1,16,16000.0,
1,16,17000.0,0.006433455729
1,16,18000.0,0.006433455729
1,16,19000.0,0.006433455729
1,16,20000.0,
1,16,21000.0,
1,16,22000.0,0.006188427282
1,16,23000.0,0.006188427282
1,16,24000.0,0.006188427282
1,16,25000.0,
1,16,26000.0,0.005198202203
1,16,27000.0,0.005198202203
1,16,28000.0,0.005198202203
1,16,29000.0,
1,16,30000.0,
1,16,31000.0,0.004792202881
1,16,32000.0,0.004792202881
1,16,33000.0,0.004792202881
1,16,34000.0,
1,16,35000.0,0.004218351433
1,16,36000.0,0.004218351433
1,16,37000.0,0.004218351433
1,16,38000.0,
1,16,39000.0,0.005238477358
1,16,40000.0,0.005238477358
1,16,41000.0,0.005238477358
1,16,42000.0,
1,16,43000.0,
1,16,44000.0,
1,16,45000.0,0.005911762393
1,16,46000.0,0.005911762393
1,16,47000.0,0.005911762393
1,16,48000.0,
1,16,49000.0,
1,16,50000.0,0.005431915658
1,17,5000.0,0.004830392906
1,17,6000.0,0.004830392906
1,17,7000.0,0.004830392906
1,17,8000.0,
1,17,9000.0,0.004543504156
1,17,10000.0,0.004543504156
1,17,11000.0,0.004543504156
1,17,12000.0,
1,17,13000.0,0.004695256234
1,17,14000.0,0.004695256234
1,17,15000.0,0.004695256234
1,17,16000.0,
1,17,17000.0,
1,17,18000.0,0.011132110541
1,17,19000.0,0.011132110541
1,17,20000.0,0.011132110541
1,17,21000.0,0.005195256234
1,17,22000.0,0.005195256234
1,17,23000.0,0.005195256234
1,17,24000.0,
1,17,25000.0,0.004510392906
1,17,26000.0,0.004510392906
1,17,27000.0,0.004510392906
1,17,28000.0,0.004583504156
1,17,29000.0,0.004583504156
1,17,30000.0,0.004583504156
1,17,31000.0,
1,17,32000.0,
1,17,33000.0,0.005211140569
1,17,34000.0,0.005211140569
1,17,35000.0,0.005211140569
1,17,36000.0,
1,17,37000.0,0.005372242997
1,17,38000.0,0.005372242997
1,17,39000.0,0.005372242997
1,17,40000.0,
1,17,41000.0,0.017963698893
1,17,42000.0,0.017963698893
1,17,43000.0,0.017963698893
1,17,44000.0,
1,17,45000.0,
1,17,46000.0,0.004885884343
1,17,47000.0,0.004885884343
1,17,48000.0,0.004885884343
1,17,49000.0,
1,17,50000.0,0.005113383558
1,18,5000.0,0.004758853999
1,18,6000.0,0.004758853999
1,18,7000.0,0.004758853999
1,18,8000.0,0.002796789626
1,18,9000.0,0.002796789626
1,18,10000.0,0.002796789626
1,18,11000.0,
1,18,12000.0,
1,18,13000.0,0.002416789626
1,18,14000.0,0.002416789626
1,18,15000.0,0.002416789626
1,18,16000.0,
1,18,17000.0,
1,18,18000.0,0.004355548862
1,18,19000.0,0.004355548862
1,18,20000.0,0.004355548862
1,18,21000.0,
1,18,22000.0,
1,18,23000.0,0.00332601048
1,18,24000.0,0.00332601048
1,18,25000.0,0.00332601048
1,18,26000.0,
1,18,27000.0,0.002776789626
1,18,28000.0,0.002776789626
1,18,29000.0,0.002776789626
1,18,30000.0,0.003396789626
1,18,31000.0,0.003396789626
1,18,32000.0,0.003396789626
1,18,33000.0,
1,18,34000.0,0.003356789626
1,18,35000.0,0.003356789626
1,18,36000.0,0.003356789626
1,18,37000.0,
1,18,38000.0,0.003136789626
1,18,39000.0,0.003136789626
1,18,40000.0,0.003136789626
1,18,41000.0,
1,18,42000.0,
1,18,43000.0,0.002396789626
1,18,44000.0,0.002396789626
1,18,45000.0,0.002396789626
1,18,46000.0,
1,18,47000.0,0.002576789626
1,18,48000.0,0.002576789626
1,18,49000.0,0.002576789626
1,18,50000.0,
1,19,5000.0,0.00385596452
1,19,6000.0,0.00385596452
1,19,7000.0,0.00385596452
1,19,8000.0,
1,19,9000.0,
1,19,10000.0,0.002237809152
1,19,11000.0,0.002237809152
1,19,12000.0,0.002237809152
1,19,13000.0,0.003375263246
1,19,14000.0,0.003375263246
1,19,15000.0,0.003375263246
1,19,16000.0,0.002177418406
1,19,17000.0,0.002177418406
1,19,18000.0,0.002177418406
1,19,19000.0,
1,19,20000.0,0.00317723909
1,19,21000.0,0.00317723909
1,19,22000.0,0.00317723909
1,19,23000.0,0.002677116002
1,19,24000.0,0.002677116002
1,19,25000.0,0.002677116002
1,19,26000.0,
1,19,27000.0,0.004073735996
1,19,28000.0,0.004073735996
1,19,29000.0,0.004073735996
1,19,30000.0,
